trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
361,False,"{'a': 0.15, 'e': 0.023908248387438144}",30,13,26.275406150154502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.15, 'e': 0.02366916590356376}",20,10,17.000344905307283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.15, 'e': 0.02343247424452812}",20,16,5.224604513039787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.15, 'e': 0.023198149502082842}",25,10,28.157079203469273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.15, 'e': 0.022966168007062013}",20,5,28.956538981939662,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.15, 'e': 0.022736506326991392}",25,12,22.02484359959576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.15, 'e': 0.02250914126372148}",20,8,22.95303682106797,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.15, 'e': 0.022284049851084262}",20,10,17.053664257428096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.15, 'e': 0.02206120935257342}",30,17,-18.225480187383248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.15, 'e': 0.021840597259047686}",20,3,26.55244375484436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.15, 'e': 0.021622191286457208}",20,6,26.0690801426332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.15, 'e': 0.021405969373592636}",25,9,28.392570149903356,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.15, 'e': 0.02119190967985671}",25,12,23.89206940522346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.15, 'e': 0.020979990583058144}",20,13,12.549999721498503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.15, 'e': 0.020770190677227563}",20,2,25.21629842692653,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.15, 'e': 0.020562488770455287}",25,8,34.25370165055793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.15, 'e': 0.020356863882750733}",20,0,29.52584729234962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.15, 'e': 0.020153295243923227}",25,17,13.557002613738169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.15, 'e': 0.019951762291483995}",20,16,9.413976047079663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.15, 'e': 0.019752244668569154}",20,0,33.1270630455494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.15, 'e': 0.019554722221883463}",25,15,19.71357712711588,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.15, 'e': 0.01935917499966463}",20,12,13.473246169937962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.15, 'e': 0.01916558324966798}",25,8,31.02274688718228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.15, 'e': 0.0189739274171713}",20,8,22.495161334273487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.15, 'e': 0.018784188142999585}",25,15,18.585203574362602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.15, 'e': 0.01859634626156959}",20,3,29.384689730005363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.15, 'e': 0.018410382798953892}",25,13,21.278811515782266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.15, 'e': 0.018226278970964353}",30,8,36.017454768897544,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.15, 'e': 0.01804401618125471}",20,7,23.616424199646882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.15, 'e': 0.017863576019442162}",20,13,13.695288920533315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.15, 'e': 0.01768494025924774}",30,20,19.530495967551055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.15, 'e': 0.017508090856655265}",20,6,21.19164498713379,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.15, 'e': 0.01733300994808871}",25,10,26.82756284281244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.15, 'e': 0.017159679848607823}",30,13,22.714526154346892,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.15, 'e': 0.016988083050121745}",20,8,22.489676447959134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.15, 'e': 0.016818202219620527}",25,15,16.449556843424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.15, 'e': 0.01665002019742432}",25,4,35.975321588175404,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.15, 'e': 0.01648351999545008}",25,12,22.789796549287516,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.15, 'e': 0.01631868479549558}",20,10,19.26643852216437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.15, 'e': 0.016155497947540624}",25,13,25.403067868114213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.15, 'e': 0.01599394296806522}",20,11,14.910412795513807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.15, 'e': 0.015834003538384565}",30,19,22.07760497118554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.15, 'e': 0.01567566350300072}",30,18,23.260212952166057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.15, 'e': 0.015518906867970713}",25,15,21.317811538800512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.15, 'e': 0.015363717799291006}",20,14,11.806530371786668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.15, 'e': 0.015210080621298095}",20,0,28.596941126091796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.15, 'e': 0.015057979815085115}",25,10,30.895593269712464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.15, 'e': 0.014907400016934264}",20,8,20.990080943865365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.15, 'e': 0.014758326016764921}",20,1,25.655640153253376,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.15, 'e': 0.014610742756597272}",20,6,26.190077815928007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.15, 'e': 0.014464635329031299}",30,18,17.875497423331424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.15, 'e': 0.014319988975740985}",35,12,39.082611184535956,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.15, 'e': 0.014176789085983575}",25,16,17.535037100361386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.15, 'e': 0.014035021195123738}",20,12,16.31168554795649,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.15, 'e': 0.013894670983172501}",25,11,25.055945928643688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.15, 'e': 0.013755724273340776}",30,13,33.18398616400442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.15, 'e': 0.013618167030607368}",25,13,22.575631404893176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.15, 'e': 0.013481985360301294}",20,14,13.801495865728482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.15, 'e': 0.013347165506698282}",25,16,15.967373980191645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.15, 'e': 0.013213693851631299}",25,11,20.804826519291026,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.15, 'e': 0.013081556913114986}",25,17,16.754953032365385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.15, 'e': 0.012950741343983836}",25,2,39.89712348720259,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.15, 'e': 0.012821233930543997}",25,9,26.590937327167627,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.15, 'e': 0.012693021591238557}",30,6,40.295251101686475,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.15, 'e': 0.012566091375326171}",25,14,20.569301149040633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.15, 'e': 0.012440430461572909}",20,1,30.38416887517015,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.15, 'e': 0.012316026156957179}",25,17,14.38486493711243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.15, 'e': 0.012192865895387607}",20,0,31.91066401208846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
429,False,"{'a': 0.15, 'e': 0.01207093723643373}",35,18,32.62730112423842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.15, 'e': 0.011950227864069393}",20,15,9.106154805554457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.15, 'e': 0.011830725585428699}",25,7,26.312380832298672,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.15, 'e': 0.011712418329574412}",25,17,16.567706395614962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.15, 'e': 0.011595294146278667}",30,16,31.90838781426066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.15, 'e': 0.01147934120481588}",25,19,11.040311119342434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.15, 'e': 0.01136454779276772}",20,3,28.835124163580005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.15, 'e': 0.011250902314840043}",20,13,12.686899790120846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.15, 'e': 0.011138393291691643}",20,16,4.60729200865131,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.15, 'e': 0.011027009358774726}",20,15,8.445471118912382,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.15, 'e': 0.010916739265186978}",30,19,22.340581566503005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.15, 'e': 0.010807571872535109}",25,9,22.582169960075667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.15, 'e': 0.010699496153809758}",25,13,16.8783281680046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.15, 'e': 0.01059250119227166}",25,0,31.051750794584077,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
443,False,"{'a': 0.15, 'e': 0.010486576180348943}",20,0,30.354260383702233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
444,False,"{'a': 0.15, 'e': 0.010381710418545454}",20,15,10.408593454749479,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.15, 'e': 0.01027789331436}",35,15,33.19829355555156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.15, 'e': 0.0101751143812164}",20,14,13.868613586454156,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.15, 'e': 0.010073363237404235}",25,14,18.23963082617639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.15, 'e': 0.009972629605030193}",25,0,38.36722730840786,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.15, 'e': 0.00987290330897989}",30,13,33.57752485983326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.15, 'e': 0.009774174275890092}",20,10,17.315781866190182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.15, 'e': 0.00967643253313119}",25,5,32.88987729047271,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.15, 'e': 0.00957966820779988}",25,13,21.474235408056533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.15, 'e': 0.00948387152572188}",20,11,16.902338043469424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.15, 'e': 0.009389032810464661}",25,12,22.91910117764799,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.15, 'e': 0.009295142482360014}",25,18,14.866294646647123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.15, 'e': 0.009202191057536413}",20,7,26.678681867295744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.15, 'e': 0.009110169146961049}",25,17,14.56611737021084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.15, 'e': 0.009019067455491438}",35,25,20.43442533442824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.15, 'e': 0.008928876780936524}",25,8,32.76628946638518,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.15, 'e': 0.00883958801312716}",20,16,6.2624494735235094,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.15, 'e': 0.008751192132995888}",25,18,15.79460480860254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.15, 'e': 0.00866368021166593}",20,15,9.32572145495362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.15, 'e': 0.00857704340954927}",20,14,9.835929945078899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.15, 'e': 0.008491272975453778}",25,7,32.82633302033838,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.15, 'e': 0.00840636024569924}",25,17,17.939098179513966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.15, 'e': 0.008322296643242248}",20,8,18.782074285981466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.15, 'e': 0.008239073676809825}",20,6,23.992184454063864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.15, 'e': 0.008156682940041727}",25,13,21.645612980379806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.15, 'e': 0.008075116110641309}",20,0,34.47726095436796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
470,False,"{'a': 0.15, 'e': 0.007994364949534895}",25,11,26.759515604619825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.15, 'e': 0.007914421300039547}",20,12,13.304882962977066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.15, 'e': 0.007835277087039152}",20,15,8.328809274485543,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.15, 'e': 0.0077569243161687606}",30,18,24.998614317026213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.15, 'e': 0.007679355073007073}",30,18,19.074327082819174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.15, 'e': 0.007602561522277003}",20,10,19.121038444628397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.15, 'e': 0.007526535907054233}",25,1,41.23940495192638,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.15, 'e': 0.007451270547983691}",20,16,8.214619873451728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.15, 'e': 0.007376757842503854}",25,17,12.117078003547977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.15, 'e': 0.007302990264078816}",20,10,16.02448878507986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.15, 'e': 0.007229960361438028}",20,11,18.98353586445098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.15, 'e': 0.007157660757823647}",20,3,27.87970809164011,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.15, 'e': 0.007086084150245411}",25,15,19.963902233337205,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.15, 'e': 0.007015223308742957}",25,13,23.72591310486853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.15, 'e': 0.006945071075655527}",20,11,15.4415774662864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.15, 'e': 0.006875620364898971}",20,14,11.729476169989328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.15, 'e': 0.006806864161249981}",20,13,9.965708545723357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.15, 'e': 0.006738795519637481}",20,7,24.713273569952168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.15, 'e': 0.0066714075644411066}",25,13,25.468796775602492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.15, 'e': 0.006604693488796696}",25,11,24.86581865640865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.15, 'e': 0.006538646553908729}",20,0,31.438297955995345,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.15, 'e': 0.006473260088369642}",25,0,40.71350123743602,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.15, 'e': 0.0064085274874859455}",20,8,20.491236105612117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.15, 'e': 0.006344442212611086}",20,14,12.757450146550267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.15, 'e': 0.006280997790484975}",30,15,25.587771820781384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.15, 'e': 0.006218187812580126}",20,14,14.823762977888736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.15, 'e': 0.006156005934454325}",20,8,23.713813433331666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.15, 'e': 0.006094445875109781}",30,19,21.39151686356126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.15, 'e': 0.006033501416358683}",30,23,15.468963537817569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.15, 'e': 0.005973166402195096}",20,15,11.114266726065784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.15, 'e': 0.005913434738173145}",20,12,15.440206034139633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.15, 'e': 0.005854300390791414}",30,16,30.20889494882154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.15, 'e': 0.0057957573868834995}",25,20,10.450452226186712,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.15, 'e': 0.005737799813014664}",25,5,37.0736757344943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.15, 'e': 0.005680421814884517}",30,16,26.702160059582965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.15, 'e': 0.005623617596735672}",25,17,14.63898528450497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.15, 'e': 0.005567381420768316}",25,7,29.018112590354296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.15, 'e': 0.005511707606560633}",20,14,9.986663203884236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.15, 'e': 0.005456590530495026}",20,12,14.98710573245427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.15, 'e': 0.005402024625190076}",30,10,32.98894941179334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.15, 'e': 0.005348004378938175}",30,12,37.62677153400329,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.15, 'e': 0.005294524335148793}",25,14,20.44243916907864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.15, 'e': 0.0052415790917973056}",35,9,45.716842612979654,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.15, 'e': 0.005189163300879333}",35,18,33.37961713414606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.15, 'e': 0.00513727166787054}",20,11,16.175301452905607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.15, 'e': 0.005085898951191835}",20,11,18.667298225171038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.15, 'e': 0.005035039961679916}",25,0,38.03925214166965,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.15, 'e': 0.004984689562063117}",20,16,9.528084968980421,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.15, 'e': 0.0049348426664424854}",20,0,27.251214876171453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
519,False,"{'a': 0.15, 'e': 0.004885494239778061}",25,15,17.909272885845922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.15, 'e': 0.00483663929738028}",25,16,15.303681091108466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.15, 'e': 0.004788272904406477}",30,19,20.996368790015413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.15, 'e': 0.004740390175362413}",30,22,14.395029215754409,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.15, 'e': 0.004692986273608788}",20,3,32.37327373117656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.15, 'e': 0.0046460564108727}",20,0,28.512681627602245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.15, 'e': 0.004599595846763974}",25,5,38.31282597919048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.15, 'e': 0.004553599888296334}",25,13,24.27103459243139,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.15, 'e': 0.004508063889413371}",25,8,28.26772119703779,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.15, 'e': 0.004462983250519237}",20,11,17.97271856179807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.15, 'e': 0.004418353418014044}",30,17,24.53917952608119,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.15, 'e': 0.0043741698838339034}",20,12,13.830567935428945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.15, 'e': 0.004330428184995565}",25,8,30.400944035553668,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.15, 'e': 0.004287123903145609}",25,4,30.762206129988606,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.15, 'e': 0.004244252664114153}",20,10,16.431400938476983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.15, 'e': 0.0042018101374730115}",25,17,13.991064102711599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.15, 'e': 0.004159792036098281}",25,14,22.316196585381775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.15, 'e': 0.004118194115737299}",20,8,20.903758145919355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.15, 'e': 0.004077012174579926}",25,0,40.594129396962295,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.15, 'e': 0.004036242052834127}",20,3,34.47244177650628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.15, 'e': 0.003995879632305785}",25,15,18.263140836891342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.15, 'e': 0.003955920835982727}",20,15,9.604297524040858,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.15, 'e': 0.0039163616276229}",20,7,23.33865961987583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.15, 'e': 0.003877198011346671}",20,13,12.344421762020337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.15, 'e': 0.003838426031233204}",20,0,28.427556164664693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.15, 'e': 0.003800041770920872}",20,12,14.63997210471904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.15, 'e': 0.0037620413532116633}",25,11,24.64314799116068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.15, 'e': 0.003724420939679547}",30,10,33.50830142742393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
