trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.15, 'e': 0.1550249371723513}",25,13,21.599679616313175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.15, 'e': 0.15347468780062778}",25,20,8.705805138810248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.15, 'e': 0.1519399409226215}",20,4,15.384500072171127,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.15, 'e': 0.1504205415133953}",30,13,-14.972419231825999,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.15, 'e': 0.14891633609826133}",25,19,12.276571006063083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.15, 'e': 0.1474271727372787}",20,9,17.89801538080243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.15, 'e': 0.1459529010099059}",25,8,29.796975122515214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.15, 'e': 0.14449337199980686}",20,12,15.168230280984467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.15, 'e': 0.1430484382798088}",25,13,23.672025254628043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.15, 'e': 0.1416179538970107}",20,10,15.181232093050623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.15, 'e': 0.1402017743580406}",25,0,24.96911675422759,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.15, 'e': 0.1387997566144602}",35,22,21.00324830244302,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.15, 'e': 0.1374117590483156}",20,4,24.310003391576405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.15, 'e': 0.13603764145783243}",20,10,18.723596838618192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.15, 'e': 0.1346772650432541}",25,3,35.899616852748885,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.15, 'e': 0.13333049239282158}",30,16,22.761592015690773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.15, 'e': 0.13199718746889336}",30,8,20.83513902454545,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.15, 'e': 0.13067721559420442}",25,17,14.879310925570232,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.15, 'e': 0.12937044343826237}",20,11,11.412909208967125,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.15, 'e': 0.12807673900387975}",25,16,16.572982487844445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.15, 'e': 0.12679597161384096}",25,14,-2.4382426865468045,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.15, 'e': 0.12552801189770255}",20,7,23.465211317694703,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.15, 'e': 0.12427273177872553}",35,16,27.18788386624341,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.15, 'e': 0.12303000446093827}",25,5,20.501035157622418,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.15, 'e': 0.12179970441632888}",25,17,4.3990064385825125,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.15, 'e': 0.12058170737216559}",25,18,-26.83563525832763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.15, 'e': 0.11937589029844393}",20,15,7.887080645472287,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.15, 'e': 0.1181821313954595}",25,9,33.133372638585115,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.15, 'e': 0.1170003100815049}",20,10,14.776308882518707,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.15, 'e': 0.11583030698068984}",20,10,6.260082384410483,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.15, 'e': 0.11467200391088295}",25,12,17.61602641102886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.15, 'e': 0.11352528387177412}",20,3,25.957942767148978,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.15, 'e': 0.11239003103305638}",25,7,-7.083999345221242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.15, 'e': 0.11126613072272581}",20,14,-27.415097041056782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.15, 'e': 0.11015346941549856}",25,5,31.50091851096489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.15, 'e': 0.10905193472134357}",30,18,20.43591647777442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.15, 'e': 0.10796141537413013}",20,12,6.588066045134771,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.15, 'e': 0.10688180122038883}",20,10,12.86132952615086,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.15, 'e': 0.10581298320818494}",30,17,26.720256205508022,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.15, 'e': 0.10475485337610309}",25,18,12.060345717481438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.15, 'e': 0.10370730484234206}",25,18,1.462877545736626,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.15, 'e': 0.10267023179391864}",30,22,14.366995340936558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.15, 'e': 0.10164352947597945}",25,5,6.762915323475672,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.15, 'e': 0.10062709418121965}",30,17,22.08156652981056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.15, 'e': 0.09962082323940745}",35,26,16.405421810402864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.15, 'e': 0.09862461500701337}",20,12,14.522539645428031,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.15, 'e': 0.09763836885694324}",25,14,21.525488718612184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.15, 'e': 0.0966619851683738}",25,14,17.948156224538483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.15, 'e': 0.09569536531669007}",20,16,6.855292569488818,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.15, 'e': 0.09473841166352316}",25,9,30.968830538319953,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.15, 'e': 0.09379102754688792}",25,12,23.84180560839618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.15, 'e': 0.09285311727141904}",30,13,23.65422959516097,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.15, 'e': 0.09192458609870485}",25,18,13.780699532441062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.15, 'e': 0.09100534023771781}",20,11,17.58831979740108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.15, 'e': 0.09009528683534063}",20,6,24.294755581452307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.15, 'e': 0.08919433396698721}",20,15,8.351650369268059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.15, 'e': 0.08830239062731735}",30,4,44.577786695436025,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.15, 'e': 0.08741936672104417}",30,23,13.663020825695783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.15, 'e': 0.08654517305383372}",25,16,17.176999877796497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.15, 'e': 0.08567972132329538}",20,13,7.433442915942689,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.15, 'e': 0.08482292411006243}",20,6,24.843989423665484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.15, 'e': 0.0839746948689618}",25,11,26.622837258032742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.15, 'e': 0.08313494792027218}",25,9,27.98382500849863,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.15, 'e': 0.08230359844106945}",20,0,-13.383420001872317,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
239,False,"{'a': 0.15, 'e': 0.08148056245665876}",25,0,16.78126578458357,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
240,False,"{'a': 0.15, 'e': 0.08066575683209216}",20,13,5.486804511318212,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.15, 'e': 0.07985909926377124}",30,16,25.305151119506853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.15, 'e': 0.07906050827113353}",20,13,12.083275905106236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.15, 'e': 0.0782699031884222}",20,15,8.446077869886626,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.15, 'e': 0.07748720415653797}",20,12,-6.705941242935683,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.15, 'e': 0.07671233211497258}",20,0,-22.95267122416381,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.15, 'e': 0.07594520879382285}",20,0,26.81659573344652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.15, 'e': 0.07518575670588462}",30,16,20.98333433786029,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.15, 'e': 0.07443389913882577}",25,18,12.279990324295504,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.15, 'e': 0.07368956014743751}",30,11,31.79337859443315,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.15, 'e': 0.07295266454596314}",25,8,30.641755752388725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.15, 'e': 0.0722231379005035}",20,10,17.897468375904833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.15, 'e': 0.07150090652149846}",25,15,15.318656923685657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.15, 'e': 0.07078589745628347}",25,9,28.65690811394778,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.15, 'e': 0.07007803848172063}",20,14,10.928478494577895,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.15, 'e': 0.06937725809690343}",25,13,21.27342948523301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.15, 'e': 0.0686834855159344}",35,24,8.471318048345896,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.15, 'e': 0.06799665066077505}",20,0,32.443300468012055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.15, 'e': 0.0673166841541673}",25,14,19.22723296026934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.15, 'e': 0.06664351731262563}",25,20,6.688062429528578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.15, 'e': 0.06597708213949938}",25,8,12.810118546993566,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.15, 'e': 0.06531731131810438}",25,17,14.528762080997225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.15, 'e': 0.06466413820492334}",20,13,12.868857601257114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.15, 'e': 0.06401749682287411}",25,13,21.281592057755795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.15, 'e': 0.06337732185464537}",25,9,24.165713509304283,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.15, 'e': 0.06274354863609892}",25,11,29.10963909267755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.15, 'e': 0.06211611314973793}",35,19,30.051144797672208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.15, 'e': 0.06149495201824055}",20,14,10.40901610422976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.15, 'e': 0.060880002498058146}",20,0,34.80560209599302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.15, 'e': 0.060271202473077566}",35,18,33.82476856068148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.15, 'e': 0.05966849044834679}",25,19,11.085141666720101,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.15, 'e': 0.05907180554386332}",20,10,15.649233015402304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.15, 'e': 0.058481087488424684}",30,23,8.411532682908037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.15, 'e': 0.05789627661354044}",25,2,30.47230246682455,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.15, 'e': 0.05731731384740503}",25,16,18.281731956651782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.15, 'e': 0.05674414070893098}",25,18,13.549131814253183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.15, 'e': 0.05617669930184167}",20,9,20.716174314040543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.15, 'e': 0.05561493230882326}",30,19,0.6409617208373792,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.15, 'e': 0.05505878298573502}",20,6,18.898271182907585,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.15, 'e': 0.054508195155877674}",25,20,10.288837063590915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.15, 'e': 0.053963113204318895}",30,16,-11.041652921738542,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.15, 'e': 0.05342348207227571}",25,14,16.090950258525847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.15, 'e': 0.05288924725155295}",30,22,15.891452613303388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.15, 'e': 0.05236035477903742}",25,12,-19.41915709850586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.15, 'e': 0.05183675123124705}",25,0,-5.278419900230126,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.15, 'e': 0.05131838371893458}",20,12,12.890102099195289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.15, 'e': 0.050805199881745235}",20,0,37.78158298894094,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.15, 'e': 0.05029714788292778}",20,10,16.661560354123793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.15, 'e': 0.0497941764040985}",25,17,15.655508881288258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.15, 'e': 0.049296234640057515}",25,13,21.89134896004471,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.15, 'e': 0.04880327229365694}",25,12,23.260889303768966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.15, 'e': 0.04831523957072037}",25,11,23.958911618181926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.15, 'e': 0.047832087175013166}",30,12,31.18601281827443,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.15, 'e': 0.04735376630326303}",25,15,22.058988152368016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.15, 'e': 0.0468802286402304}",35,28,11.392984886003537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.15, 'e': 0.0464114263538281}",20,16,8.933083846262203,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.15, 'e': 0.045947312090289814}",20,13,13.340613339983099,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.15, 'e': 0.045487838969386914}",20,3,15.656441045848654,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.15, 'e': 0.04503296057969305}",20,3,-9.941684651391599,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.15, 'e': 0.044582630973896115}",30,19,21.187660622767364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.15, 'e': 0.044136804664157155}",20,0,-7.017649450036229,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
301,False,"{'a': 0.15, 'e': 0.043695436617515584}",25,13,21.209405125157247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.15, 'e': 0.04325848225134043}",25,17,16.609609314218883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.15, 'e': 0.042825897428827024}",25,1,40.25379241708413,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.15, 'e': 0.042397638454538755}",20,8,21.959056176836643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.15, 'e': 0.04197366206999337}",20,13,11.98233254833931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.15, 'e': 0.041553925449293434}",20,14,12.10047066472268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.15, 'e': 0.0411383861948005}",30,20,19.451151932441974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.15, 'e': 0.040727002332852494}",30,18,22.75955906619517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.15, 'e': 0.040319732309523966}",25,15,15.071992051338842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.15, 'e': 0.03991653498642873}",25,14,19.0374750154807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.15, 'e': 0.03951736963656444}",20,16,8.594615435737307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.15, 'e': 0.03912219594019879}",30,12,5.576529447360838,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.15, 'e': 0.03873097398079681}",25,10,30.45038805343471,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.15, 'e': 0.03834366424098884}",30,11,4.601383990817495,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.15, 'e': 0.03796022759857895}",25,19,11.607790159404932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.15, 'e': 0.03758062532259316}",20,12,12.28746738769468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.15, 'e': 0.03720481906936723}",30,22,15.429234887105807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.15, 'e': 0.03683277087867355}",20,8,22.981303946731103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.15, 'e': 0.03646444316988681}",25,15,20.02358068941414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.15, 'e': 0.036099798738187944}",30,13,33.01439034067426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.15, 'e': 0.035738800750806064}",25,11,26.717676605239614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.15, 'e': 0.035381412743298}",20,14,10.177026389552118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.15, 'e': 0.03502759861586502}",20,16,8.330044474102753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.15, 'e': 0.03467732262970637}",20,10,17.254850430758996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.15, 'e': 0.0343305494034093}",20,14,9.713023889878789,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.15, 'e': 0.03398724390937521}",20,8,23.856734545698586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.15, 'e': 0.033647371470281455}",20,9,17.87605243023128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.15, 'e': 0.03331089775557864}",25,8,32.6344554612042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.15, 'e': 0.032977788778022855}",25,13,23.16297997730007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.15, 'e': 0.03264801089024263}",30,20,17.62345947197307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.15, 'e': 0.0323215307813402}",25,0,38.46316883836062,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.15, 'e': 0.0319983154735268}",20,16,6.2090386906647925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.15, 'e': 0.03167833231879153}",20,3,26.46851518241683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.15, 'e': 0.031361548995603616}",20,12,15.174050085564106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.15, 'e': 0.03104793350564758}",25,7,-8.274949363045259,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.15, 'e': 0.030737454170591105}",25,3,37.707327262450484,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.15, 'e': 0.030430079628885193}",20,0,6.606427445816635,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
338,False,"{'a': 0.15, 'e': 0.03012577883259634}",25,8,32.23041792705614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.15, 'e': 0.02982452104427038}",25,14,16.45070075622114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.15, 'e': 0.029526275833827675}",20,13,14.104412830660078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.15, 'e': 0.029231013075489396}",35,16,26.988292183558563,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.15, 'e': 0.028938702944734503}",35,13,-5.080463223476585,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.15, 'e': 0.028649315915287157}",30,20,13.286485470133156,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.15, 'e': 0.028362822756134286}",35,9,42.607935096529594,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.15, 'e': 0.028079194528572944}",25,13,19.138182294284764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.15, 'e': 0.027798402583287214}",20,7,21.334986215221647,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.15, 'e': 0.02752041855745434}",20,16,7.816349108806129,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.15, 'e': 0.027245214371879798}",20,11,14.452289925573684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.15, 'e': 0.026972762228161}",25,5,32.471009204421755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.15, 'e': 0.026703034605879392}",25,17,14.056108603776773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.15, 'e': 0.026436004259820598}",20,11,18.729294389985473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.15, 'e': 0.02617164421722239}",25,14,21.144307093042762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.15, 'e': 0.025909927775050166}",30,13,32.37081786757537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.15, 'e': 0.025650828497299664}",30,22,15.910382790486718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.15, 'e': 0.025394320212326668}",20,0,17.04432852672449,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
356,False,"{'a': 0.15, 'e': 0.025140377010203403}",30,12,33.7120671827424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.15, 'e': 0.024888973240101368}",20,10,21.59308066859569,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.15, 'e': 0.024640083507700354}",25,16,16.731253103552866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.15, 'e': 0.02439368267262335}",30,17,25.98156412550884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.15, 'e': 0.024149745845897116}",25,15,18.77824334562712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
